Method,H,Expiry,Alpha,Rho,Nu,RMSE_bps,RMSE_global_bps
PURE_MC,0.25,4.0,0.00589281127205715,0.2749368294571901,0.5087083832483913,0.6617084584487511,6.020845393349672
PURE_MC,0.25,5.0,0.005801286140744954,0.28170766649577494,0.5087083832483913,2.6791080886964225,6.020845393349672
PURE_MC,0.25,6.0,0.005743026209695197,0.294991118573653,0.5087083832483913,3.3630776954053068,6.020845393349672
PURE_MC,0.25,7.0,0.005694204967989288,0.2865164585133664,0.5087083832483913,3.8063399402814557,6.020845393349672
PURE_MC,0.25,8.0,0.0056406020323183535,0.3097322517594578,0.5087083832483913,4.193294380355444,6.020845393349672
PURE_MC,0.25,9.0,0.005631223368167226,0.30800149182978304,0.5087083832483913,4.176490527831321,6.020845393349672
PURE_MC,0.25,10.0,0.005585738732538248,0.2938304212169355,0.5087083832483913,4.034072329172652,6.020845393349672
PURE_MC,0.25,12.0,0.00547517858320282,0.29708561953079393,0.5087083832483913,4.168387413884965,6.020845393349672
PURE_MC,0.25,15.0,0.005314287910126307,0.298164215782874,0.5087083832483913,3.954606049729357,6.020845393349672
PURE_MC,0.25,20.0,0.005054435112526799,0.26572329872378936,0.5087083832483913,3.8197148647350656,6.020845393349672
PURE_MC,0.25,25.0,0.004791244311479345,0.28396592293215145,0.5087083832483913,3.6366959161095824,6.020845393349672
PURE_MC,0.25,30.0,0.004655032662238589,0.2676087298317019,0.5087083832483913,3.333290280579478,6.020845393349672
PURE_MC,0.3,1.0,0.005952212531883015,-0.08225183620174369,0.4722833676746871,19.248707130072233,6.430864653455554
PURE_MC,0.3,1.5,0.0060644030919047584,0.11035014008735779,0.4722833676746871,9.132959041312738,6.430864653455554
PURE_MC,0.3,2.0,0.0059988050510679436,0.1385790788384352,0.4722833676746871,6.119235816226908,6.430864653455554
PURE_MC,0.3,3.0,0.006077315562817696,0.21996062130288166,0.4722833676746871,2.580460907027002,6.430864653455554
PURE_MC,0.3,4.0,0.006063672980972906,0.2727750766398316,0.4722833676746871,0.32054103673127676,6.430864653455554
PURE_MC,0.3,5.0,0.005953500415023761,0.2813018768208623,0.4722833676746871,2.3282849554592047,6.430864653455554
PURE_MC,0.3,6.0,0.005888534480494148,0.2940388356298145,0.4722833676746871,3.1079143413669956,6.430864653455554
PURE_MC,0.3,7.0,0.005835588904593129,0.2861223085614193,0.4722833676746871,3.665568416957808,6.430864653455554
PURE_MC,0.3,8.0,0.0057724080811364575,0.31046282472282816,0.4722833676746871,4.127805164725003,6.430864653455554
PURE_MC,0.3,9.0,0.005759599375664559,0.3100595750510864,0.4722833676746871,4.180435403552509,6.430864653455554
PURE_MC,0.3,10.0,0.00570783163485705,0.2973053885265252,0.4722833676746871,4.114029085013593,6.430864653455554
PURE_MC,0.3,12.0,0.005586902319459503,0.2977022288580989,0.4722833676746871,4.304513796506227,6.430864653455554
PURE_MC,0.3,15.0,0.005400686232730686,0.29856894148734825,0.4722833676746871,4.203709788647639,6.430864653455554
PURE_MC,0.3,20.0,0.0051218214023406846,0.2667937019885834,0.4722833676746871,4.156918389651215,6.430864653455554
PURE_MC,0.3,25.0,0.004835930889010421,0.2862742451450512,0.4722833676746871,4.0429727295127575,6.430864653455554
PURE_MC,0.3,30.0,0.004709676364606292,0.26947091516740335,0.4722833676746871,3.7126789307175696,6.430864653455554
PURE_MC,0.35,1.0,0.0050437576663344,-0.23352134947879483,0.4366984937583961,23.94940756096067,7.550816336308613
PURE_MC,0.35,1.5,0.00627600042427722,0.114107496675926,0.4366984937583961,10.46231168524893,7.550816336308613
PURE_MC,0.35,2.0,0.0061987795832657445,0.14946215907907506,0.4366984937583961,6.972599892104489,7.550816336308613
PURE_MC,0.35,3.0,0.006245745705404764,0.21509472378649594,0.4366984937583961,3.316646937922718,7.550816336308613
PURE_MC,0.35,4.0,0.0062089994785641985,0.2726807595647745,0.4366984937583961,0.5827131000340755,7.550816336308613
PURE_MC,0.35,5.0,0.006083057511934822,0.28365378090481747,0.4366984937583961,1.9406832053095882,7.550816336308613
PURE_MC,0.35,6.0,0.006008759244641352,0.29241794805892624,0.4366984937583961,2.822543226469462,7.550816336308613
PURE_MC,0.35,7.0,0.005951033358096281,0.28575839914244106,0.4366984937583961,3.485286742383837,7.550816336308613
PURE_MC,0.35,8.0,0.005875133587818443,0.3063442146593868,0.4366984937583961,4.021398740070568,7.550816336308613
PURE_MC,0.35,9.0,0.0058562438554433886,0.3053401006676201,0.4366984937583961,4.137198023220641,7.550816336308613
PURE_MC,0.35,10.0,0.005801884713837471,0.298445763754951,0.4366984937583961,4.147142748708049,7.550816336308613
PURE_MC,0.35,12.0,0.005667152091898504,0.2934506587576854,0.4366984937583961,4.396109945303942,7.550816336308613
PURE_MC,0.35,15.0,0.005452211226339029,0.2874646110992172,0.4366984937583961,4.413182044382075,7.550816336308613
PURE_MC,0.35,20.0,0.005159472232458469,0.26411848171084873,0.4366984937583961,4.460876569508348,7.550816336308613
PURE_MC,0.35,25.0,0.004847080421879159,0.2794811514791581,0.4366984937583961,4.416929473908931,7.550816336308613
PURE_MC,0.35,30.0,0.004732623630656951,0.26669021068409726,0.4366984937583961,4.082717328424184,7.550816336308613
PURE_MC,0.4,1.0,0.005180015066457701,-0.17984296525668658,0.40279145966664526,24.205239163788523,7.8127270305489125
PURE_MC,0.4,1.5,0.0064749963696872186,0.13457188749853516,0.40279145966664526,11.761025817663889,7.8127270305489125
PURE_MC,0.4,2.0,0.006333313581980228,0.17907854600853482,0.40279145966664526,7.789049418870237,7.8127270305489125
PURE_MC,0.4,3.0,0.006391274189461897,0.2123138851427072,0.40279145966664526,4.07638000817003,7.8127270305489125
PURE_MC,0.4,4.0,0.006333580356402226,0.2734835845313004,0.40279145966664526,1.1019078978697263,7.8127270305489125
PURE_MC,0.4,5.0,0.006196219456534101,0.28983061784486736,0.40279145966664526,1.5247001851225137,7.8127270305489125
PURE_MC,0.4,6.0,0.006114053772959726,0.29694335356725904,0.40279145966664526,2.5141912217418545,7.8127270305489125
PURE_MC,0.4,7.0,0.006053447102474828,0.29371430653923547,0.40279145966664526,3.2682695470657546,7.8127270305489125
PURE_MC,0.4,8.0,0.005969490565507791,0.31611047954438315,0.40279145966664526,3.875105947404657,7.8127270305489125
PURE_MC,0.4,9.0,0.005940373276884089,0.31082359938394016,0.40279145966664526,4.065170313692563,7.8127270305489125
PURE_MC,0.4,10.0,0.005880362433385401,0.302229371644371,0.40279145966664526,4.135097054375717,7.8127270305489125
PURE_MC,0.4,12.0,0.00573728372008792,0.29951556530481527,0.40279145966664526,4.462255174960978,7.8127270305489125
PURE_MC,0.4,15.0,0.005503744095906919,0.29904627728767513,0.40279145966664526,4.59189767717673,7.8127270305489125
PURE_MC,0.4,20.0,0.0051826646189742295,0.27019095781643376,0.40279145966664526,4.738421556305014,7.8127270305489125
PURE_MC,0.4,25.0,0.00485259518023697,0.29285871613643616,0.40279145966664526,4.7709036278087025,7.8127270305489125
PURE_MC,0.4,30.0,0.0047461345426086645,0.2754058887864904,0.40279145966664526,4.441128027023891,7.8127270305489125
PURE_MC,0.45,1.0,0.005875623616718692,-0.2772270285615618,0.36669458296731783,25.96746729057463,8.36217690102638
PURE_MC,0.45,1.5,0.006647314460058074,0.16092490825630681,0.36669458296731783,13.130802789644859,8.36217690102638
PURE_MC,0.45,2.0,0.006483241712869372,0.19564923620770708,0.36669458296731783,8.700664196749987,8.36217690102638
PURE_MC,0.45,3.0,0.006537742268519108,0.20893403571130564,0.36669458296731783,4.958510117694659,8.36217690102638
PURE_MC,0.45,4.0,0.006460585786457776,0.2764671583010567,0.36669458296731783,1.7789361462622473,8.36217690102638
PURE_MC,0.45,5.0,0.006315678046540635,0.29632148858119894,0.36669458296731783,0.9621014099734735,8.36217690102638
PURE_MC,0.45,6.0,0.006225263082506061,0.30128044135481574,0.36669458296731783,2.057766445724279,8.36217690102638
PURE_MC,0.45,7.0,0.0061588263849627935,0.29726456866278067,0.36669458296731783,2.8928280951405254,8.36217690102638
PURE_MC,0.45,8.0,0.006066743180394119,0.31879631680116555,0.36669458296731783,3.564812397375773,8.36217690102638
PURE_MC,0.45,9.0,0.006031982445403601,0.31567766229243593,0.36669458296731783,3.8437168485291426,8.36217690102638
PURE_MC,0.45,10.0,0.0059633840340484615,0.3052123967747201,0.36669458296731783,3.9706482094994833,8.36217690102638
PURE_MC,0.45,12.0,0.005812819120557521,0.300907576001957,0.36669458296731783,4.385098248722182,8.36217690102638
PURE_MC,0.45,15.0,0.0055588991730264395,0.30160672636990865,0.36669458296731783,4.63362251932515,8.36217690102638
PURE_MC,0.45,20.0,0.005211118795254017,0.27262378953818484,0.36669458296731783,4.905759785323276,8.36217690102638
PURE_MC,0.45,25.0,0.004862277729252861,0.2992322396713682,0.36669458296731783,5.005702165774519,8.36217690102638
PURE_MC,0.45,30.0,0.004763498626719223,0.2846458491106925,0.36669458296731783,4.694256009921671,8.36217690102638
PURE_MC,0.5,1.0,0.005977371277555426,-0.30325463010139325,0.34106454964133065,26.246091436553435,8.643734612373486
PURE_MC,0.5,1.5,0.0068118550488073405,0.1710797050677084,0.34106454964133065,14.17033478853184,8.643734612373486
PURE_MC,0.5,2.0,0.006604131103139633,0.2037212116013739,0.34106454964133065,9.346338035355187,8.643734612373486
PURE_MC,0.5,3.0,0.0066321143754667425,0.20678413272340068,0.34106454964133065,5.5629251618154525,8.643734612373486
PURE_MC,0.5,4.0,0.006537398180260418,0.2793908236917119,0.34106454964133065,2.199496992109271,8.643734612373486
PURE_MC,0.5,5.0,0.00638356229627481,0.30162693373200533,0.34106454964133065,0.6606968765958339,8.643734612373486
PURE_MC,0.5,6.0,0.00628326801744051,0.30545506106213355,0.34106454964133065,1.8535158855147704,8.643734612373486
PURE_MC,0.5,7.0,0.006210390019034484,0.30103517544789743,0.34106454964133065,2.761638618717312,8.643734612373486
PURE_MC,0.5,8.0,0.006107249295130007,0.3199472524110255,0.34106454964133065,3.5012977378362296,8.643734612373486
PURE_MC,0.5,9.0,0.006066735318246827,0.3206656028771252,0.34106454964133065,3.8646936688694087,8.643734612373486
PURE_MC,0.5,10.0,0.0059890210066210784,0.3084408789453873,0.34106454964133065,4.036796403689574,8.643734612373486
PURE_MC,0.5,12.0,0.005830862513611432,0.30362305380242244,0.34106454964133065,4.5280024154682765,8.643734612373486
PURE_MC,0.5,15.0,0.0055552088267511205,0.3052135520028134,0.34106454964133065,4.870722688287039,8.643734612373486
PURE_MC,0.5,20.0,0.005177435820432763,0.28085119843693407,0.34106454964133065,5.263148231824698,8.643734612373486
PURE_MC,0.5,25.0,0.004817673813106515,0.3123314001493414,0.34106454964133065,5.421398911266276,8.643734612373486
PURE_MC,0.5,30.0,0.004721066828394171,0.295020434351731,0.34106454964133065,5.130722036028123,8.643734612373486
